"country,""indicator"",""measure"",""category"",""Unit"",""Date"",""Value"""
"Korea, Dem. Rep.,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",4.1"
"Korea, Dem. Rep.,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",4.1"
"Korea, Dem. Rep.,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1980 12:00:00 AM"",0.9"
"Korea, Dem. Rep.,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1990 12:00:00 AM"",1"
"Korea, Dem. Rep.,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2000 12:00:00 AM"",1"
"Korea, Dem. Rep.,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2013 12:00:00 AM"",1"
"Korea, Dem. Rep.,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",4.7"
"Korea, Dem. Rep.,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",5"
"Korea, Dem. Rep.,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",4.7"
"Korea, Dem. Rep.,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",4.7"
"Taiwan,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1980 12:00:00 AM"",17"
"Taiwan,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1990 12:00:00 AM"",20.6"
"Taiwan,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2000 12:00:00 AM"",22.7"
"Taiwan,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2013 12:00:00 AM"",25.9"
"Taiwan,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",23.2"
"Taiwan,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",26.3"
"Taiwan,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",29.9"
"Taiwan,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",33.8"
"Taiwan,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1980 12:00:00 AM"",11.4"
"Taiwan,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1990 12:00:00 AM"",13.7"
"Taiwan,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2000 12:00:00 AM"",15.5"
"Taiwan,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2013 12:00:00 AM"",17.4"
"Taiwan,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",22.5"
"Taiwan,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",25.2"
"Taiwan,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",27.4"
"Taiwan,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",30.9"
"Eastern Europe,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1980 12:00:00 AM"",13"
"Eastern Europe,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1990 12:00:00 AM"",15.1"
"Eastern Europe,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2000 12:00:00 AM"",16.7"
"Eastern Europe,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2013 12:00:00 AM"",19"
"Eastern Europe,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",43.5"
"Eastern Europe,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",45.7"
"Eastern Europe,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",49.1"
"Eastern Europe,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",55"
"Eastern Europe,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1980 12:00:00 AM"",14.8"
"Eastern Europe,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1990 12:00:00 AM"",16.9"
"Eastern Europe,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2000 12:00:00 AM"",16.8"
"Eastern Europe,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2013 12:00:00 AM"",18.8"
"Eastern Europe,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",51.5"
"Eastern Europe,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",53.8"
"Eastern Europe,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",57.4"
"Eastern Europe,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",57.8"
"Belarus,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1980 12:00:00 AM"",12.3"
"Belarus,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1990 12:00:00 AM"",13.7"
"Belarus,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2000 12:00:00 AM"",13.6"
"Belarus,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2013 12:00:00 AM"",15.4"
"Belarus,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",37.6"
"Belarus,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",40.5"
"Belarus,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",40.6"
"Belarus,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",44.1"
"Belarus,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1980 12:00:00 AM"",14.3"
"Belarus,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1990 12:00:00 AM"",15.8"
"Belarus,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2000 12:00:00 AM"",15.7"
"Belarus,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2013 12:00:00 AM"",17.4"
"Belarus,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",39.7"
"Belarus,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",42.1"
"Belarus,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",42"
"Belarus,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",44.7"
"Estonia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1980 12:00:00 AM"",14"
"Estonia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1990 12:00:00 AM"",15"
"Estonia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2000 12:00:00 AM"",20.2"
"Estonia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2013 12:00:00 AM"",24"
"Estonia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",49.3"
"Estonia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",50.6"
"Estonia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",54.5"
"Estonia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",59.3"
"Estonia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1980 12:00:00 AM"",19.5"
"Estonia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1990 12:00:00 AM"",20"
"Estonia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2000 12:00:00 AM"",20.2"
"Estonia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2013 12:00:00 AM"",21.4"
"Estonia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",50.1"
"Estonia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",50.7"
"Estonia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",52"
"Estonia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",54.3"
"Latvia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1980 12:00:00 AM"",16.3"
"Latvia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1990 12:00:00 AM"",18.5"
"Latvia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2000 12:00:00 AM"",18.3"
"Latvia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2013 12:00:00 AM"",19.9"
"Latvia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",51.6"
"Latvia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",54.8"
"Latvia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",53.6"
"Latvia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",56.3"
"Latvia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1980 12:00:00 AM"",13.4"
"Latvia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1990 12:00:00 AM"",14.8"
"Latvia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2000 12:00:00 AM"",14"
"Latvia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2013 12:00:00 AM"",15.2"
"Latvia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",54.5"
"Latvia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",56.8"
"Latvia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",54.9"
"Latvia,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",55.8"
"Lithuania,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1980 12:00:00 AM"",16.2"
"Lithuania,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1990 12:00:00 AM"",18.5"
"Lithuania,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2000 12:00:00 AM"",21.4"
"Lithuania,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2013 12:00:00 AM"",24.3"
"Lithuania,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",48"
"Lithuania,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",51.8"
"Lithuania,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",57.9"
"Lithuania,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",63.9"
"Lithuania,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1980 12:00:00 AM"",13.3"
"Lithuania,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1990 12:00:00 AM"",15"
"Lithuania,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2000 12:00:00 AM"",17.8"
"Lithuania,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2013 12:00:00 AM"",21.1"
"Lithuania,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",46"
"Lithuania,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",49"
"Lithuania,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",52.9"
"Lithuania,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",56.2"
"Moldova,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1980 12:00:00 AM"",11.9"
"Moldova,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1990 12:00:00 AM"",13.1"
"Moldova,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2000 12:00:00 AM"",13.7"
"Moldova,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2013 12:00:00 AM"",15.8"
"Moldova,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",37"
"Moldova,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",39.5"
"Moldova,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",40.5"
"Moldova,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",44.7"
"Moldova,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1980 12:00:00 AM"",12"
"Moldova,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1990 12:00:00 AM"",13"
"Moldova,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2000 12:00:00 AM"",13.4"
"Moldova,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2013 12:00:00 AM"",15.2"
